thematic;card;id;bearer;reigning;conditions;lockturn;weight;question;power;faith;people;money;load;override_yes;answer_yes;yes;override_no;answer_no;no
;_;1695;maester;;;;;It's a cursed ruin, not at all habitable. It's almost certainly been taken over by bandits. And ghosts.;;;;;;Ghosts...;;;There are no ghosts!;;
;;1696;grand_maester;;harrenhalspook;500;200;Dark tales from Harrenhal. I suggest you send a contingent of the faithful to purify the place.;;2+1;;;;;;;;;
court;;349;commoner_female;;!seen_361;500;150;May I take your linens to the laundry?;;;2-2;;;Please;;>>>;How dare you speak to me?;;>>>>
court;_;350;nobleman;;;;;Your Grace, where... where is your crown?;;;2;;add_handmaiden and add_nobleman;I've lost it;;>;Someone stole it;;>
court;_;351;handmaiden;;;;;I swear I put it back in the chest and locked it. I keep the key on me always.;2-2;;1-1;1-1;;If not you, then who else?;;>;We must forge another;;
court;_;352;handmaiden;;;;;I don't know! Please believe me, I implore you.;2;-1;-3;;;Guards!;;kill_handmaiden;I believe you;;>>>
court;_;353;spider;;;;;A little bird told me that <handmaiden> hasn't told you everything she knows about the crown...;2-1;;1-1;1-1;;Bring her!;;>;I don't care.;;
court;_;354;handmaiden;;;;;Please, I could never...I have a lover, who could have taken the key, but I would never...;;;-1-1;;;Who is it?;;>>;Say no more!;;
court;_;355;spider;;;;;<handmaiden> provides the name of her lover. It's <nobleman>.;1;;-2;;;Guards, seize him!;;>;What did you do to her?;<i><spider> never answered, and you never saw <handmaiden> again.</i>;>
court;_;356;nobleman;;;;;Your Grace, what is this? What are you accusing me of?;-2;;2;;;You stole my crown;;>;You killed <handmaiden>;;>
court;_;357;nobleman;;;;;Who told you these lies? <handmaiden> is nothing to me. I am innocent!;-1;-2;-1;;;Executioner!;;kill_nobleman and >>>;Take the Black;<i><nobleman> is sentenced to join the Night's Watch. Shortly after he left court for the Wall, he was killed in a tavern brawl.</i>;del_nobleman and >>>
court;_;358;soldier;;;;;We have found your crown, Your Grace. In the cell of the laundress.;;;1;;;Who?;;>;What?;;>_laundressreveal
court;_;359;hand;;;;;She launders your linens each morning...;;;0-2;;;Oh;;>;Ha;;>
court;_laundressreveal;360;soldier;;;;;She is dead from poison. Here, this note she left explains much.;1;1;1;;;Read it to me;<i>Forgive me. I could not bear to see someone else with <nobleman>, my true love. I stole the crown to frame your handmaid.</i>;;Throw it out;;
court;_;361;hand;;;;;We must send apologies and compensation to <nobleman>'s family.;2;;1;;;Of course.;;;Let's keep quiet about this;;
kingdom;;362;coins!lannister;;;500;100;A bannerman of the Lannisters is in an open rebellion against the Crown. We should make an example.;-2;;1;;;;;>;;;>
kingdom;_;363;hand;;;;;Here's a crafty solution: Let's offer a knighthood to that House's heir. The lad is promising, and we can keep him close.;2+1;;1;2;;;;add_kingsguard and >;;;
kingdom;_;364;kingsguard;;;;;I will serve you with dedication and honor.;-1;;1;;;Thank you;;;Be quiet;;
kingdom;;365;dothraki;;has_maester;500;100;I like soup. Give more soup to Dothraki riders.;;;;;;Soup?;;>;Do I look like the cook?;;>
kingdom;_;366;maester;;;;;I think he means wine. The Dothraki have developed quite a taste for it. Should we give them more?;2;-1;-1-1;-1-1;;;;;;;
kingdom;;367;hand;!daenerys;;500;50;The Dothraki have allied with the Brotherhood. There's a natural understanding amongst bandits and cutthroats.;-2+1;;1;;;Let them be;;;No mercy;;dothraki>antagonist
faith;;368;pious;;winter;500;60;With winter falling on the Kingdom, heretical worship of the Old Gods returns. You must denounce it before it is too late.;-2;3-2;-1;;;;;;;;
kingdom;;369;nobleman;;;500;100;A few wildling families who entered the Kingdom after Hardhome have just arrived. Should we send them back North?;;-2;-3-1;-2+1;;;;;;;
science;;370;maester;daenerys;!daenerys_super and dynasty>0;500;99999;Though you are the Dragon Queen, your great weapon sleeps. Shall I apply myself to the study of how to wake Drogon?;;-1;;-1-1;;Do what you can;;>>>_1019;Let me try;;>
;_;796;drogon>open&yes;daenerys;!daenerys_super;500;300;<i>Drogon is in the Dragonpit. He's been sleeping for many days.</i>;pos;pos;pos;;;DRACARYS!;;daenerys_super;Drogon!;<i>The dragon doesn't wake up.</i>;
;_;1019;maester;;;;;Drogon is afflicted with an acute lethargy I'm unable to cure. Do you wish to see him?;1-1;;;;;;;>_796;;;
kingdom;;371;hand;;has_unsullied and unsullied!antagonist;500;60;Many Unsullied are curiously beginning to adopt the faith of the Seven. What could this mean?;1;-2-1;;;;Stop them!;;>;Let it be ;;>_wechoosequeen
kingdom;_;372;unsullied;;;;;No.;;;;;;Pardon?;;>;What?;;>
kingdom;_wechoosequeen;373;unsullied;;;;;Unsullied are free men. We choose (King*Queen), we choose Gods.;-2;3-1;1;;;;;>>>>;;;>>>>
kingdom;_;374;hand;;;;;The Unsullied are now calling themselves the "Sons of the Warrior". They might turn into a weapon of the Faith, dangerous to us.;2;-2;;-1;;Hunt them;;unsullied>antagonist;Respect their faith;;
court;;375;knight>helmet;;!has_knight and !seen_376;500;1000;Your Grace, I would like to pledge my allegiance to you. Will you hear my oath?;2;1;;;;;;>;No need;;
court;_;376;knight;;;;;<i>He recites.</i> I will shield your back and keep your counsel and give my life for yours if need be. I swear it by the old gods and the new.;-1+2;1;1;;;And I vow...;And I vow that you shall always have a place by my hearth, and meat and mead at my table. I pledge to ask no service of you that may bring you dishonor. I swear it by the old gods and the new. Arise.;;And I really...;And I really don't need another armored simpleton following me around with vibrant faith in his pathetic destiny. <i><knight> looks at you, visibly in shock. You show him out.</i>;
kingdom;;377;raven;;winter;500;50;<i>It's a raven from Winterfell. With the Northmen occupied fighting Wildlings, the North cannot protect itself.</i>;1-1;1;1-1;-1-2;;<i>Send help</i>;;;<i>Ignore</i>;;
faith;;378;pious;;age<4;500;800;Your reign begins in a time of great darkness for the realm. We pray you will show restraint and fairness in your rule.;-2+1;1;1;1;;Certainly;;;Don't question me;;
kingdom;;379;nobleman;;people<50;500;200;The people are exhausted and famine threatens. Assign some of your men to distribute rations.;-2-1;2;4;-2-2;;;;;;;
court;;380;handmaiden;;!winter and age>23 and !summer;500;100000;I've seen snow for the first time in my life!;;;-1;;winter;Summer child;;;It's beautiful;;
;;1697;pious;;has_cook and has_spider;500;700+100;Devoted souls have told me about a certain tavern, a pit of despair hidden in the twisted guts of Flea Bottom.;;2-1;;;;;;;Interesting...;<i>Later that night, concealed under dirty rags smelling of dead things, you leave the Red Keep by a forgotten postern gate. Ignored by all, you enter a dank tavern near the city walls.</i>;set_tavern and >_387 and add_commoner_female and add_commoner_male
;endready;1775;raven;gendry;has_arya and seen_227;reign;60+80;<i>The raven carries an anonymous message.</i>;;;;;;<i>Read it</i>;<i>It's time to play another game.</i>;>>>>spidersecrets;<i>Destroy it</i>;;
;endready;1776;maester;jon;seen_227;reign;100+80;We received a raven from Daenerys! I came straight to you, no one knows of it yet.;;;;;;Show me;;>;It's too late;;
;_;1777;raven;;;;;<i>Jon, our fight will never end. But neither will my love and affection for you. I cannot help you much, but this might be useful...</i>;;;;;;<i>Carry on reading</i>;<i>... A rumor is traveling through Essos. The Warlocks of Qarth have been robbed of a very precious thing and the thief is hiding in King's Landing. Farewell. -- Daenerys</i>;>>>>spidersecrets and pirateready_keep and add_cook and add_pirate and add_sam;<i>Destroy it</i>;;
spider;spidersecrets;381;spider;;dynasty>0;40;400;<i>Whispering</i>. Your Highness, I would like to talk to you. Not here. Step this way, if you please.;;-2;;;;<i>Follow</i>;<i><spider> leads you to a small room where a few of [his%her] little birds are waiting for you.</i>;>_whispider_choice;I have nothing to hide;;
spider;_whispider_choice;382;spider;;;;0;Apologies, Your Highness, but discretion is the better part of whispering. Perhaps I can help you another time.;;;;;;Come back in five moons;;>>>>>>spidersecrets;Go away;;
spider;_whispider_choice;383;little_bird;;;;10;Bribes$The major Houses are all feeling insecure. With some judicious bribes, we could ensure their loyalty promptly.;2+2;;;-1-1;;Do it;;;;;
spider;_whispider_choice;969;little_bird;;!summer and has_arya and seen_227;reign;10;Game$Let's play a game. <i>To your shock, the face before you transforms, revealing Arya Stark!</i>;;;;;>_409;;;;;;
spider;_whispider_choice;384;little_bird;;<;;10;Secrets$A foul-enough secret can undo even a High Septon. Let me use what I know against him.;-1-1;2+2;;;;Do it;;;;;
spider;_whispider_choice;385;little_bird;;<386;;10;Debts$Let's make it time to collect on some loans the Crown made in the time of King Robert.;;;-1-1;2+2;;Do it;;;;;
spider;_whispider_choice;386;little_bird;;kingslanding and has_cook;;10;Tavern$Wear this disguise, and I will take you out among the people in secret, so you might meet them...;1+1;;1;;;;<i>Concealed under dirty rags smelling of dead things, you exit the Red Keep by a forgotten postern gate. Ignored by all, you enter a dank tavern near the city walls.</i>;set_tavern and > and add_commoner_female and add_commoner_male;;;
spider;_;387;cook;;;;;Welcome to my humble establishment m'(Prince*Princess). What'll it be? Ale, pie or both?;1;;;-1;add_nobleman;Both;;>_overhear;I know you!;;>
spider;_;1094;cook;;;;;Do you? Really? <i>He winks ostensibly which must have been seen by about half the room.</i>;;;;;;Right;;>_overhear;<i>Look away</i>;;>_overhear
spider;_overhear;1140;commoner_male;gendry;!gendry_super;30;200;Did you know I met King Gendry when he was just a pup? Old Tobho used to beat the crap out of him.;;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
;_;1141;commoner_female;;;;;I remember! Tobho was a nasty piece of shit. Mind you, a good blacksmith, but the beatings...;;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
;_;1142;commoner_male;;;;;The boy never turned bitter though. Never laid a hand on his master even when he was big enough to do so.;;;;;;<i>Reveal yourself</i>;;gendry_super and set_defaut;<i>Look away</i>;;>_overhear
spider;_overhear;388;commoner_female;;;;4;Look! That's the (King*Queen)!;0-9;0-9;0-9;0-9;;What...;;>;What...;;>
spider;_end_crushed;389;end>swords;;;;;<i>You soon find yourself amid a restless crowd. They are drunk, they have long knives, and they are all starting to stare at you...</i>;;;;;;;;;;;
spider;_overhear;390;spider;;;10;1+10;<i>Whispering.</i> Time to make our exit, Your Grace. Too many eyes.;1-1;;1-1;;;;;set_defaut;;;>_overhear
spider;_overhear;391;commoner_male;;;10;20;These lords, I can sell them anything...;1+1;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
spider;_;392;commoner_male;;;;;Last week I sold pig blood for the price of Arbor wine. And so much of it!;;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
spider;_;393;commoner_male;;;;;Mind you, it was one of those funny old Lords, not quite right. Kept moaning about the 'damn traitor' on the throne.;;;;;;<spider>!;<i><spider> appears at your shoulder. [He%She] whispers in your ear.</i>;>;<i>Stop listening</i>;;>_overhear
spider;_;394;spider;;;;;Interesting piece of information indeed. I'll look into what all that pig blood could be used for.;2;;;;;;<i>You return to the castle in the dead of night.</i>;set_defaut;;<i>You return to the castle in the dead of night.</i>;set_defaut
spider;_overhear;395;commoner_female;;;10;10;Come here you! Yes, you! Come play dice with us!;;;;-1-1;;;;>_overhear;No thank you;;>_overhear
spider;_overhear;756;pirate;jon;seen_227 and pirateready_keep and !valyrian_super;10;40;I've spent my life roaming around the Summer Sea. And I alone discovered its greatest wonder in Qarth!;;;;;;<i>Keep listening</i>;<i>He removes a leather pouch from his left pocket.</i>;>;<i>Stop listening</i>;;>_overhear
spider;_;757;pirate;;;;;This, my friends, is the secret of the rise of Valyria and also its doom.;;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
spider;_;758;pirate;;;;;<i>He pours some sand on the table.</i> Add this powder to melted steel and you will be able to forge Valyrian steel.;;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
spider;_;759;soldier;;;;;Valyrian dust? I must have it! There's a bag of gold dragons in it for you!;;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
;_;1208;pirate;;;;;No. Only a King could buy such a secret.;;;;-2-2;;Pardon me...;<i>You buy the Valyrian dust for a regal ransom. Back in the Throne Room, you call for Sam to have a look at it...</i>;passturn and >;<i>Stop listening</i>;;>_overhear
;_;1209;sam;;;;;You really expect me to forge Valyrian steel with this? This is a mix of sand and dried blood... <i>He stops mid-sentence.</i>;;;;;;What is it Sam?;;>;You're very pale;;>
;_;1210;sam;;;;;This dust is certainly a sham, but it reminds me of something. Something I read. Follow me...;;;;;;Certainly...;<i>Sam hurries to his quarters. Dusty papers and quills tumble aside as he digs an ancient tome from a pile of his things..</i>;>;You can't...;<i>Sam hurries to his quarters. Dusty papers and quills tumble aside as he digs an ancient tome from a pile of his things..</i>;>
;_;1211;sam;;;;;This is collection of myths from Essos I borrowed at the Citadel. It includes a handwritten recipe... here, the black goat broth!;;;;;;And?;;>;Enough with this;;>
;_;1212;sam;;;;;The Black Goat of Qohor! Don't you know? No of course. Let me see, if I replace this with...;;;;;;Sam?;<i>He's completely lost in the book. You eventually give up and head back to the Throne Room.</i>;>>>;I don't understand;<i>He's completely lost in the book. You eventually give up and head back to the Throne Room.</i>;>>>
;_;1213;sam;;;;;I did it! I know how to forge Valyrian steel! That recipe was a code, and I can show it to you!;;;;;add_blacksmith;This is incredible;;>;No time for this;;>
;_;1214;blacksmith;;;;;You ask me to forge Valyrian steel? <i>He laughs.</i>;;;;;;<i>Read Sam's notes</i>;<i>He stops laughing. You spend the next days distributing Sam's notes to the Street of Steel's blacksmiths.</i>;>;I'm serious;Only fools and thieves pretend to be able to forge Valyrian steel, <i>says the blacksmith before leaving you.</i>;
;_;1215;blacksmith;;;;;We will be the first to forge Valyrian steel for thousands of years! Give us eight moons and we will arm all your soldiers.;1;;;-2-2;;Do it;;>>>>>>>>>;;;
;_;1216;blacksmith;;;;;My King, we've made enough Valyrian steel for your entire army! We've also made arrowheads and ballista.;1+2;;;1-1;valyrian_super;Thank you!;;>>>>>>>>_185;Make more!;;>>>>>>>>_185
spider;_overhear;396;soldier;!gendry;;10;20;These Lords and Ladies! And the one we got on the throne for now? Same shite, different dog.;-1-1;;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
spider;_;761;courtesan;;;;;I feel for you, my brother. (He*She) doesn't give a damn about you or me.;;-1-1;;;;<i>Keep listening</i>;;>;<i>Stop listening</i>;;>_overhear
