thematic;card;id;bearer;sign;conditions;lockturn;weight;question;override_yes;answer_yes;yes_church;yes_kingdom;yes_people;yes_economy;yes_custom;override_no;answer_no;no_church;no_kingdom;no_people;no_economy;no_custom;load_custom;vide
zodiac;;504;handmaid;aries;secretlanguage2 and !secretlanguage3;60;120;We changed the ladies' secret code again. Do both steps you did before, but now spell each word backwards. Try it!;Ijok rogs?;;;;12;;secretlanguage3;Siht ekil?;<i>She looks crushed.</i> Oh, how I wish you'd learn it!;;;-12;;!secretlanguage2 and !secretlanguage;;
zodiac;;505;handmaid;aries;has_priestess;400;25;One glass of wine and that acolyte ends up going around barefoot in the ladies' rooms. She needs a good lashing!;Fine;<i>You have the acolyte whipped, but only a little.</i>;10;11;-23;;;Too messy;<i>Your ladies are going to need to start taking care of their own drama.</i>;-15;-5;22;;;;
zodiac;;506;priestess;aries;;400;25;Your courtly ladies finished all the royal wine, but blamed me. You must take my side against them!;;;-22;-13;16;;;;;17;;10;;;;
zodiac;;850;lady1;aries;dynasty>5 and has_priestess;400;50;I've had enough of <priestess>! Must we really have old plants and animal guts in our fine chambers?;I'll talk to her;;-8;;16;;>>;We must!;;-14;;-10;;;;
zodiac;_;851;priestess;aries;;;;Would it kill the <lady1> to show me kindness? My folk are treated as mud on the golden slippers of such ladies!;I'll talk to her;;-16;-8;10;10;>>;Be strong;;-5;5;-10;;;;
zodiac;_;852;lady1;aries;;;;I must admit, my Queen... I enjoy arguing, and so does <priestess>. Please let us continue!;As you like;;15;15;15;15;;I forbid it!;;-5;-5;-5;-5;;;
zodiac;;507;king;aries;!war;400;25;Art and enlightenment are nice, but admit it: You miss the old days of war and glory!;I do!;;5;20;5;-16;>;Mm, no;;;-16;10;12;;;
war;_;95;king;aries;;;;I hoped you'd say that... because I started a war for glory in the East!;Great;;;11;-15;;war and >>>>>>>>>>>>warfinish;Stop!;Too late, <i>he says.</i> I can't do what my wife tells me, I'm King!;;-10;-5;;war and >>>>>>>>>>>>warfinish;;
war;warfinish;96;king;;war;60;50;I'm bored with war. I should just sign this truce and end it, don't you think?;;;15;15;15;15;!war;;;-15;-19;-17;-19;;;
war;;514;general;;;400;10;There is a pagan rebellion in the South. The Cardinal wants our forces to join the war...;Go;<i><general> hates working with the Holy Army, but you don't want to offend the Cardinal.</i>;18;-16;-10;-5;war;Not our problem;;-14;16;10;;>>>>;;
war;_;517;archbishop;;;;;So it was you who stopped <general> from marching with us in the South. Are you sure your soul is safe?;Yes!;;-10;8;8;3;;I'm sorry;<i>You are pressured to fund a new church endeavor as penance.</i>;15;-10;-8;-26;;;
;;518;nobleman;aquarius;has_king and dynasty>1;400;25;The Cardinal won't let my daughter marry into an Eastern family. Surely the King can overrule this!;Ask him!;;;-10;-16;;;I can;<i>He is muffling... laughter?</i> ;;10;16;;;;
;;519;farmer;taurus;;400;25;Our cattle all have a strange disease. I long to milk a cow again... please! Let me milk the royal dairy cow!;;;;;10;-15;>>>_cowresult;;;;;-20;10;;;
;_cowresult;520;chamberlain;taurus;;5;50;Your precious royal cow somehow got the peasantry's cattle disease. Should we just slaughter them all?;The cows?;;;;5;-5;;The peasants?;The cows! <i>he says.</i> Whew!;;-10;-15;;;;
;_cowresult;521;farmer;taurus;;5;50;It's a miracle... touching your beautiful royal cow seems to have healed all of our animals! Let us pay Your Grace a tribute!;;;-5;;5;26;;;;5;-10;-10;;;;
;;522;priestess;taurus;;400;25;I've felt strange rumblings low in the earth of late. Blood from the royal cow may stop the earthquakes.;;<i>You trust <priestess> not to seriously harm the royal cow.</i>;-20;5;6;-10;;You're sick!;<i>What kind of monster would injure the royal cow?</i>;10;-10;-19;;;;
;;523;doctor;;;400;10;I want to present my theory 'A World Made of Plates' at the philosophers' summit. Can you send me?;;<i>Your doctor's weird theories gave your court an odd reputation.</i>;-8;-19;10;-19;;;;5;10;-18;5;;;
;;524;general;taurus;;400;25;A crevasse opened up and swallowed a whole village! Should we move nearby families? it's dangerous...;;;;-10;6;-10;;;;-10;5;-15;-20;;;
;;525;doctor;taurus;;400;30;A line runs through the land where the earth is unstable! Yes, a line! You must fortify the line...;;;;-8;12;-15;;Sounds imaginary;;10;12;-20;;;;
;;526;archbishop;taurus;;400;25;Why not tell the poor folk that the earthquakes represent the displeasure of God? It will make them more obedient...;;;16;-11;-18;;;;;-13;14;8;;;;
;;527;merchant;taurus;;400;25;There was an earthquake, and my goods were smashed. Take financial pity on me, my Queen and friend!;;;;-9;10;-21;;;;;16;-11;10;;;
;;528;banker;taurus;;400;25;You say the stars predict earthquakes? Sounds crazy, but I'll get insurance for the palace, if you insist.;;<i>Seismic events cause your most expensive pillars to collapse!</i>;-8;8;8;-15;;;<i>Seismic events cause your most expensive pillars to collapse!</i>;8;-8;-20;-40;;;
;;529;explorer;sagittarius;!explorers;50;80;I want to build an Exploration Society in the capital, with the Queen's favor. ;;;-16;;10;-15;explorers;;;7;16;;3;;;
;;530;explorer;;explorers and has_cossack;400;20;The Exploration Society now has 200 fine men. It's time for us to request a new investment!;For what?;;;5;8;;>;;;12;8;-12;;;;
;_;531;explorer;;;;;The Exploration Society is a secret club for men only. So I can't tell even the Queen what we do with the funds.;Fine;;-8;-15;8;-27;;Executioner!;;5;30;-16;8;del_explorer;;
;;532;explorer;;explorers;400;20;The Exploration Society will now adventure into the city! We'll need some pocket money for sweets...;Fine;;-8;;8;-14;;What kind of club is this;;8;8;-10;16;;;
;;533;handmaid;;explorers;400;20;We ladies have had enough of the Explorers Society. These guys are the worst! Please exile them.;I will;;10;16;-10;8;!explorers;It's Exploration Society;;-10;-16;-19;-8;;;
;;571;explorer;;explorers and has_cossack;400;20;The Exploration Society would like to dedicate its Hall of Wonder to our great Queen!;Let me see it;;5;10;10;-5;>;;;;-10;-10;;;;
;_;572;explorer;;;;;Ah, I'm afraid not, Your Highness. Only men may enter the Explorers Society Hall of Wonder.;I insist;<i>You go anyway. There is nothing wondrous about it, of course.</i>;-8;;12;;;Executioner!;;10;30;-16;8;del_explorer;;
;;534;archbishop;gemini;has_king;400;25;Your frivolous endeavors will be our ruin! Encourage the King to appoint me Prime Minister, for the people's sake!;;;27;-18;8;;;;;-15;10;-8;;;;
;;535;king;gemini;;400;25;I funded a petty lord's import business and now he's ruined it all. That idiot! I'm off to duel him!;Get him babe;<i>The King gets a minor injury, forcing you to attend him all week.</i>;-15;-15;-15;-14;;You're drunk;;;16;-18;;;;
;;536;priestess;gemini;;400;25;The stars look kindly on your communication in these times. Write to your family about the All-Mother?;;;-12;;8;;>>>>>;;;16;;-10;;;;
;_;537;nun;;;6;50;The Cardinal intercepted the letter you wrote. It was full of obscene and heathenous things. Explain yourself!;It was art;;-19;;10;;;Executioner!;;-17;20;;;del_nun;;
;_;538;father;;;6;50;Got your letter about this "All-Mother." Hmm... I like women who are in charge! Can I ask her to bless your court?;Thanks, Dad;;-8;;10;;;No;;;;-18;;;;
;;539;chamberlain;gemini;;400;25;Some old royal cousin thinks he has a claim to the throne. What would it be like to be married to someone different?;Better;;-10;-20;-9;;;They're all the same;;10;10;12;;;;
;;828;monument;gemini;!philocentre;400;40;The stars are finally in perfect alignment. It's time to establish a center for philosophy and enlightenment in this kingdom!;I'll fund it!;;-5;5;15;-28;philocentre;Good luck with that;;;11;-17;;;;
;;1311;dog;gemini;secretlanguage3;400;40;Bork! Borkborkbork! ;What is it?;<i>A rolled message is pinned to the dog's collar!</i>;;;;;>;Shoo!;;;;;;;animals;
;_;1312;dog;gemini;;;;<i>The message says:</i> SRIUMO MO BOSOEMXR RSGFORMO!;;;;;;;;;;;;;;;;
;;829;farmer;;philocentre;400;5;That philosophy-place had a spooky look, so me and my folks bashed it down with some pitchforks! We saved you!;Oh...;;8;-17;5;-14;!philocentre;Executioner!;;-24;-35;-30;-15;!philocentre;;
;;540;archbishop;cancer;;400;25;Lately the moon has been especially bright, like a pearl on the throat of a lady. I don't like it.;I do;;-16;5;19;;;I'll buy you curtains ;;9;-16;-5;-16;;;
;;541;priestess;cancer;;400;25;You are blessed to be Queen in the Age of Cancer. Shall we do one of the All-Mother's divine rites together?;;<i>Bowls, smoke, mushrooms, wine, it's all a blur...</i>;-19;;18;;>>_riteresult;;;16;;-18;;;;
;;874;chamberlain;cancer;prince_reign;200;25;A letter from your son arrived, Your Highness! His training is going well, and he wants you to send him sword money.;;;;;;-16;;;<i>Not while he only writes when he wants something! Hmph!</i>;;;;10;;;
;;875;chamberlain;cancer;daughter_reign and !has_princess;200;50;We've gotten a letter from your daughter! She wants to know if you can send her money for sweets.;;;;;;-16;;;<i>She can't just write when she wants something!</i>;;;;10;;;
;_riteresult;542;priestess;cancer;;6;50;How do you feel? The rite was a success. The mysterious divine feminine will bring harmony to your court!;Wonderful!;;-15;10;-15;10;;My head hurts;;15;-10;15;-10;;;
;_riteresult;543;archbishop;cancer;;6;50;The Queen in a smock, surrounded by pagan symbols?! What is this outrageous blasphemy!;Oops;<i><priestess> blames <archbishop> for the ritual's lack of effect.</i>;-30;;-10;;;Join in!;<i><priestess> blames <archbishop> for the ritual's lack of effect.</i>;-38;;10;;;;
;;544;hunter;cancer;;400;25;Please let me try to win you the pelt of the rare white doe. She is a creature of legend!;;;;;-16;-15;>_doeresult;;;;;16;16;;;
;_doeresult;545;priestess;cancer;;6;50;The white doe is a magical form taken by the Lady of the Wood! You've offended the All-Mother!;Oops;;10;10;-5;;;Lighten up;;10;10;-10;;;;
;_doeresult;546;hunter;cancer;;6;50;Forgive me. I met the white doe, but she was no ordinary animal. She commanded me to leave her!;I see;;-10;;20;;;Idiot;;-5;;-15;;;;
;;547;merchant;cancer;;400;25;I have a bolt of rare, one-of-a-kind golden linen to sell you. No other woman will be your equal!;Gimme;;-10;;18;-19;>>>>;No thanks;;10;;-12;8;;;
;_;548;handmaid;cancer;;;;Look! We used the leftover golden linen to make our own dresses. Now we all look like the Queen!;But...;;;-16;10;-10;;Destroy those dresses!;;;17;-20;-5;;;
;;693;handmaid;cancer;;400;25;I'm having one of those days where I can't stop crying! Oh Queen, please will you hug me?;Of course;;-5;;24;;;How unprofessional!;;8;10;-12;;;;
;;549;king;cancer;;400;25;I want to be a modern King, but don't you think there's a danger in women feeling too powerful?;There is...;;-6;6;16;;;Nahhhhh;;-15;16;17;;;;
;;550;nun;cancer;;400;25;It feels like the right time to build an orphanage. I know you and the Cardinal have issues, but it's for the children!;;;17;;9;-18;;;;-11;12;-18;;;;
;;551;priestess;cancer;;400;25;My daughter wants to go to school in the East, but my people do without money. Please...;;;;;12;-14;;;;;16;-8;2;;;
;;552;doctor;cancer;;400;25;Let's fund some breakthroughs in women's health! Anything has to be better than these creepy old tools...;;;-17;;12;-12;;;;10;;-16;8;;;
;;554;king;leo;has_doctor;400;80;Just watching tournaments is dull. Don't you think I should compete as a hero? Enguarde!;;;;12;;;>>_tournament;;;;-22;;;;;
;_tournament;555;doctor;;;6;50;The King got mauled wrestling wild animals to impress the gentry. Take his appointments, or wait?;I got this ;;5;10;17;;;Let's wait;;-5;-17;4;;;;
;_tournament;765;doctor;;;6;90;Your highness... the King tragically succumbed to his battle wounds. He is dead! You must succeed the throne.;YES;<i>You take control of the kingdom days later, resplendent in a priceless gown.</i>;-10;-15;-5;-14;del_king;Let us mourn;<i>You wear a traditional widow's garment and receive gifts.</i>;5;8;-10;15;del_king;mus_king;
;_tournament;556;handmaid;;;6;50;Unbelievable! The King won his own tournament! Let's make a grand tapestry of him, with gold thread!;Sure;;;10;10;-19;;Do we have to;;;-16;4;10;;;
;;557;king;leo;;400;25;How to put this... the Cardinal wants you to go to finishing school.;Why?!;;-8;8;;;>;No;;-18;-17;;;;;
;_;558;king;;;;;He showed me a lot of pictures of these really sleek queens, with big gold haloes... don't you want to be like that?;I guess;;17;;-12;-17;;Executioner!;Silly girl, <i>he laughs</i>, you tell such cute jokes!;-1;-1;-1;-1;;;
;;559;merchant;leo;;400;25;Just look at this funny, small crown! Pop it on the side of your head and be a trendsetter?;Yeah!;<i>Your cute pincushion crown is the envy of all the land!</i>;;-8;18;-13;;Big crowns only;;;12;-16;8;;;
;;573;general;leo;;400;25;I long to prove my strength and loyalty. Let's have a battle tournament, in the Queen's honor!;;;;;20;-25;;;;;;-19;10;;;
;;574;nun;virgo;;400;25;Ladies here read all the wrong books. Will you buy a holy book from me, one for each of your maids?;Okay;;18;-10;;-15;>_virgobook;Why should I?;;-20;8;;8;;;
;_virgobook;575;handmaid;virgo;;5;50;I read one of those holy books, and it made me think. I've decided to join the church!;Good luck;<i><handmaid> becomes a nun! But all the nuns look the same to you...</i>;8;;12;;del_handmaid;What?! ;<i><handmaid> becomes a nun! But all the nuns look the same to you...</i>;-8;;-12;;del_handmaid;;
;_virgobook;576;handmaid;virgo;;5;50;What was that book with the cross on it? I practiced my artwork on every page. Want to see?;Sure;;-8;;8;;>;Hide it!;<i>You could get in big trouble with the Cardinal for letting her do this!</i>;10;;-18;;;;
;_;577;archbishop;virgo;;;;Defiling a holy book?! She must have a trial! That is, unless you offer gold...;Fine;;16;-8;;-25;;No way;<i><handmaid>'s blasphemy trial is mostly a formality.</i>;-20;10;-16;;del_handmaid;;
;;578;banker;virgo;;400;25;Tax collecting time, that wondrous season, is upon us! What shall we do this year, Your Highness?;Raise taxes!;;8;8;-8;25;;Lower taxes! ;;-8;-8;8;-25;;;
;;579;banker;virgo;patron;400;100;Let's look at your patronage budget for the year. How many sculptures of traditional marble should we sponsor?;Twenty two;;;-10;10;-15;;A hundred!;;-5;15;-5;-24;>>>;;
;_;580;chamberlain;virgo;;;;How on earth are we to display all the sculptures you sponsored?;Open a museum;<i>Her Majesty's Royal Marble Animal Museum is a huge success.</i>;;;18;-14;;Find a way!;<i>The royal rose garden is now a reckless pile of bizarre marble animals.</i>;;-18;;16;;;
;;581;banker;virgo;;400;25;Should we put a share of tax revenues toward the royal holiday feast? Ooh, I love taxes!;Yes, me too!;;;16;-9;-20;;Calm down;;;-10;17;8;;;
;;582;archbishop;virgo;;400;25;This accounting season, keep the Church in mind, and you will keep in heaven's good books. ;Fine, we'll pay;;15;-10;-10;12;;Not this year!;;-18;12;12;10;churchwar;;
;;830;monument;virgo;explorers and !wonderhall;50;40;The Exploration Society now has a world-class collection of priceless artifacts, all in the Queen's name!;Let's build a museum!;;;;;-15;wonderhall;Who wants that?!;;;-5;-5;;;;
;;831;explorer;;wonderhall;400;6;My Hall of Wonder! It's been destroyed by raiders! Everything is gone. How will we ever restore it?;<i>Sigh</i>;<i>Perhaps under the sign of wealth, he could replace his collection.</i>;;;;-22;!wonderhall;No more money!;<i>Perhaps under the sign of wealth, he could replace his collection.</i>;;25;-16;;;;
;;583;priestess;libra;;250;25;Shall I perform a rite to invite love into your grand court? It's the Libran age, anything could happen!;Sounds fun;;;;;;>_loveresult;Better not;;18;;-10;;;;
;_loveresult;585;king;libra;;10;5;I feel so vigorous and refreshed somehow. It seems I love you more than ever! Let's renew our vows!;Sure;<i>Not what you had in mind for <priestess>'s rite, but oddly sweet.</i>;5;5;5;-10;;Oh, no;<i>This wasn't the outcome you had in mind for <priestess>'s rite.</i>;-5;-5;-5;;;;
;_loveresult;671;doctor;libra;;10;2;I fell for a merchant who shares my interest in celestial clocks and machines. But the Cardinal would punish us...;Keep it secret!;;-12;;8;;;Avoid her;;12;;-19;;;;
